dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1782-05-01,14.343,3.096,Ankara,Turkey,39.38N,33.29E
1782-06-01,18.681,2.63,Ankara,Turkey,39.38N,33.29E
1782-07-01,22.118,4.042,Ankara,Turkey,39.38N,33.29E
1782-08-01,23.325,2.903,Ankara,Turkey,39.38N,33.29E
1782-09-01,17.609,2.827,Ankara,Turkey,39.38N,33.29E
1782-10-01,11.826,3.597,Ankara,Turkey,39.38N,33.29E
1782-11-01,5.416,5.939,Ankara,Turkey,39.38N,33.29E
1782-12-01,-0.94,4.809,Ankara,Turkey,39.38N,33.29E
1783-01-01,-4.196000000000001,6.16,Ankara,Turkey,39.38N,33.29E
1783-02-01,3.446,4.171,Ankara,Turkey,39.38N,33.29E
1783-03-01,4.519,2.83,Ankara,Turkey,39.38N,33.29E
1783-04-01,9.253,2.096,Ankara,Turkey,39.38N,33.29E
1783-05-01,16.18,3.617,Ankara,Turkey,39.38N,33.29E
1783-06-01,20.103,1.866,Ankara,Turkey,39.38N,33.29E
1783-07-01,20.026,2.237,Ankara,Turkey,39.38N,33.29E
1783-08-01,22.139,1.987,Ankara,Turkey,39.38N,33.29E
1783-09-01,16.495,3.432,Ankara,Turkey,39.38N,33.29E
1783-10-01,10.668,3.305,Ankara,Turkey,39.38N,33.29E
1783-11-01,2.813,2.648,Ankara,Turkey,39.38N,33.29E
1783-12-01,-1.194,2.964,Ankara,Turkey,39.38N,33.29E
1784-01-01,-1.189,6.439,Ankara,Turkey,39.38N,33.29E
1784-02-01,-1.6,6.016,Ankara,Turkey,39.38N,33.29E
1784-03-01,4.3130000000000015,3.523,Ankara,Turkey,39.38N,33.29E
1784-04-01,9.474,6.016,Ankara,Turkey,39.38N,33.29E
1784-05-01,13.81,2.314,Ankara,Turkey,39.38N,33.29E
1784-06-01,18.411,2.125,Ankara,Turkey,39.38N,33.29E
1784-07-01,22.307,3.713,Ankara,Turkey,39.38N,33.29E
1784-08-01,24.445,5.167000000000002,Ankara,Turkey,39.38N,33.29E
1784-09-01,16.987000000000002,3.56,Ankara,Turkey,39.38N,33.29E
1784-10-01,9.643,3.644,Ankara,Turkey,39.38N,33.29E
1784-11-01,5.575,2.513,Ankara,Turkey,39.38N,33.29E
1784-12-01,1.525,3.1860000000000004,Ankara,Turkey,39.38N,33.29E
1785-01-01,-2.551,4.157,Ankara,Turkey,39.38N,33.29E
1785-02-01,-0.9280000000000002,3.646,Ankara,Turkey,39.38N,33.29E
1785-03-01,-0.4539999999999997,3.492,Ankara,Turkey,39.38N,33.29E
1785-04-01,8.102,2.758,Ankara,Turkey,39.38N,33.29E
1785-05-01,13.776,3.505,Ankara,Turkey,39.38N,33.29E
1785-06-01,19.005,3.008,Ankara,Turkey,39.38N,33.29E
1785-07-01,21.570999999999998,3.065,Ankara,Turkey,39.38N,33.29E
1785-08-01,22.388,2.886,Ankara,Turkey,39.38N,33.29E
1785-09-01,16.768,2.202,Ankara,Turkey,39.38N,33.29E
1785-10-01,9.703,2.5980000000000003,Ankara,Turkey,39.38N,33.29E
1785-11-01,6.855,3.584,Ankara,Turkey,39.38N,33.29E
1785-12-01,-0.14000000000000012,2.499,Ankara,Turkey,39.38N,33.29E
1786-01-01,-2.906,2.826,Ankara,Turkey,39.38N,33.29E
1786-02-01,-0.5960000000000001,2.966,Ankara,Turkey,39.38N,33.29E
1786-03-01,6.372000000000001,4.2360000000000015,Ankara,Turkey,39.38N,33.29E
1786-04-01,10.588,3.366,Ankara,Turkey,39.38N,33.29E
1786-05-01,14.095,3.247,Ankara,Turkey,39.38N,33.29E
1786-06-01,18.207,1.788,Ankara,Turkey,39.38N,33.29E
1786-07-01,22.467,3.358,Ankara,Turkey,39.38N,33.29E
1786-08-01,22.104,5.327000000000001,Ankara,Turkey,39.38N,33.29E
1786-09-01,18.558,5.992000000000001,Ankara,Turkey,39.38N,33.29E
1786-10-01,9.784,2.134,Ankara,Turkey,39.38N,33.29E
1786-11-01,4.441000000000002,4.426,Ankara,Turkey,39.38N,33.29E
1786-12-01,-1.9730000000000003,2.73,Ankara,Turkey,39.38N,33.29E
1787-01-01,-0.295,3.702,Ankara,Turkey,39.38N,33.29E
1787-02-01,0.48700000000000004,4.174,Ankara,Turkey,39.38N,33.29E
1787-03-01,4.966,2.669,Ankara,Turkey,39.38N,33.29E
1787-04-01,8.592,2.739,Ankara,Turkey,39.38N,33.29E
1787-05-01,14.298,3.876,Ankara,Turkey,39.38N,33.29E
1787-06-01,19.523,3.634,Ankara,Turkey,39.38N,33.29E
1787-07-01,21.342,4.44,Ankara,Turkey,39.38N,33.29E
1787-08-01,22.017,3.485,Ankara,Turkey,39.38N,33.29E
1787-09-01,15.758000000000004,2.524,Ankara,Turkey,39.38N,33.29E
1787-10-01,10.93,5.391,Ankara,Turkey,39.38N,33.29E
1787-11-01,6.792999999999999,2.2030000000000003,Ankara,Turkey,39.38N,33.29E
1787-12-01,0.9390000000000001,3.431,Ankara,Turkey,39.38N,33.29E
1788-01-01,-1.959,2.5780000000000003,Ankara,Turkey,39.38N,33.29E
1788-02-01,1.0719999999999998,5.026,Ankara,Turkey,39.38N,33.29E
1788-03-01,6.136,3.079,Ankara,Turkey,39.38N,33.29E
1788-04-01,9.435,2.964,Ankara,Turkey,39.38N,33.29E
1788-05-01,13.720999999999998,1.999,Ankara,Turkey,39.38N,33.29E
1788-06-01,19.765,2.207,Ankara,Turkey,39.38N,33.29E
1788-07-01,24.529,3.314,Ankara,Turkey,39.38N,33.29E
1788-08-01,21.169,2.089,Ankara,Turkey,39.38N,33.29E
1788-09-01,17.878,1.97,Ankara,Turkey,39.38N,33.29E
1788-10-01,12.043,2.533,Ankara,Turkey,39.38N,33.29E
1788-11-01,5.966,2.7060000000000004,Ankara,Turkey,39.38N,33.29E
1788-12-01,-3.967,3.087,Ankara,Turkey,39.38N,33.29E
1789-01-01,-0.41200000000000003,4.2639999999999985,Ankara,Turkey,39.38N,33.29E
1789-02-01,-0.1260000000000001,3.618,Ankara,Turkey,39.38N,33.29E
1789-03-01,3.265000000000001,3.431,Ankara,Turkey,39.38N,33.29E
1789-04-01,9.422,2.5,Ankara,Turkey,39.38N,33.29E
1789-05-01,16.157,2.9160000000000004,Ankara,Turkey,39.38N,33.29E
1789-06-01,18.196,1.774,Ankara,Turkey,39.38N,33.29E
1789-07-01,23.009,2.527,Ankara,Turkey,39.38N,33.29E
1789-08-01,21.535,1.978,Ankara,Turkey,39.38N,33.29E
1789-09-01,18.137,1.941,Ankara,Turkey,39.38N,33.29E
1789-10-01,10.952,2.943,Ankara,Turkey,39.38N,33.29E
1789-11-01,6.5200000000000005,2.171,Ankara,Turkey,39.38N,33.29E
1789-12-01,0.6679999999999999,2.492,Ankara,Turkey,39.38N,33.29E
1790-01-01,-1.294,3.555,Ankara,Turkey,39.38N,33.29E
1790-02-01,1.037,3.677,Ankara,Turkey,39.38N,33.29E
1790-03-01,4.0969999999999995,2.7510000000000003,Ankara,Turkey,39.38N,33.29E
1790-04-01,7.472,3.255,Ankara,Turkey,39.38N,33.29E
1790-05-01,13.747,2.011,Ankara,Turkey,39.38N,33.29E
1790-06-01,19.881,1.634,Ankara,Turkey,39.38N,33.29E
1790-07-01,21.086,1.931,Ankara,Turkey,39.38N,33.29E
1790-08-01,21.694000000000003,1.979,Ankara,Turkey,39.38N,33.29E
1790-09-01,17.12,2.264,Ankara,Turkey,39.38N,33.29E
1790-10-01,11.451,2.575,Ankara,Turkey,39.38N,33.29E
1790-11-01,5.6739999999999995,2.242,Ankara,Turkey,39.38N,33.29E
1790-12-01,2.468,6.345,Ankara,Turkey,39.38N,33.29E
1791-01-01,0.8680000000000001,4.397,Ankara,Turkey,39.38N,33.29E
1791-02-01,1.356,2.817,Ankara,Turkey,39.38N,33.29E
1791-03-01,5.4239999999999995,2.942,Ankara,Turkey,39.38N,33.29E
1791-04-01,10.449000000000002,2.518,Ankara,Turkey,39.38N,33.29E
1791-05-01,13.632,1.888,Ankara,Turkey,39.38N,33.29E
1791-06-01,18.487000000000002,2.009,Ankara,Turkey,39.38N,33.29E
1791-07-01,21.000999999999998,1.897,Ankara,Turkey,39.38N,33.29E
1791-08-01,22.135,1.785,Ankara,Turkey,39.38N,33.29E
1791-09-01,16.539,2.312,Ankara,Turkey,39.38N,33.29E
1791-10-01,10.894,2.077,Ankara,Turkey,39.38N,33.29E
1791-11-01,7.2570000000000014,2.28,Ankara,Turkey,39.38N,33.29E
1791-12-01,2.343,2.189,Ankara,Turkey,39.38N,33.29E
1792-01-01,-2.347,4.011,Ankara,Turkey,39.38N,33.29E
1792-02-01,0.988,3.232,Ankara,Turkey,39.38N,33.29E
1792-03-01,4.2570000000000014,2.596,Ankara,Turkey,39.38N,33.29E
1792-04-01,9.06,2.306,Ankara,Turkey,39.38N,33.29E
1792-05-01,14.472999999999999,1.817,Ankara,Turkey,39.38N,33.29E
1792-06-01,19.587,1.62,Ankara,Turkey,39.38N,33.29E
1792-07-01,21.808000000000003,1.979,Ankara,Turkey,39.38N,33.29E
1792-08-01,20.252,2.066,Ankara,Turkey,39.38N,33.29E
1792-09-01,18.479000000000006,2.419,Ankara,Turkey,39.38N,33.29E
1792-10-01,10.455,2.109,Ankara,Turkey,39.38N,33.29E
1792-11-01,4.9910000000000005,2.898,Ankara,Turkey,39.38N,33.29E
1792-12-01,1.065,2.997,Ankara,Turkey,39.38N,33.29E
1793-01-01,-3.297,3.671,Ankara,Turkey,39.38N,33.29E
1793-02-01,2.115,4.198,Ankara,Turkey,39.38N,33.29E
1793-03-01,3.8169999999999997,3.354,Ankara,Turkey,39.38N,33.29E
1793-04-01,8.947000000000003,2.436,Ankara,Turkey,39.38N,33.29E
1793-05-01,13.764000000000001,1.846,Ankara,Turkey,39.38N,33.29E
1793-06-01,18.192,2.668,Ankara,Turkey,39.38N,33.29E
1793-07-01,21.805999999999997,3.409,Ankara,Turkey,39.38N,33.29E
1793-08-01,20.945,3.279,Ankara,Turkey,39.38N,33.29E
1793-09-01,17.852,2.383,Ankara,Turkey,39.38N,33.29E
1793-10-01,11.186,2.974,Ankara,Turkey,39.38N,33.29E
1793-11-01,6.029,3.597,Ankara,Turkey,39.38N,33.29E
1793-12-01,0.4529999999999999,3.004,Ankara,Turkey,39.38N,33.29E
1794-01-01,0.6980000000000002,4.23,Ankara,Turkey,39.38N,33.29E
1794-02-01,1.051,4.938,Ankara,Turkey,39.38N,33.29E
1794-03-01,5.07,2.365,Ankara,Turkey,39.38N,33.29E
1794-04-01,11.184,2.381,Ankara,Turkey,39.38N,33.29E
1794-05-01,16.137,2.6,Ankara,Turkey,39.38N,33.29E
1794-06-01,17.842,3.218,Ankara,Turkey,39.38N,33.29E
1794-07-01,20.951999999999998,4.3039999999999985,Ankara,Turkey,39.38N,33.29E
1794-08-01,21.076,2.303,Ankara,Turkey,39.38N,33.29E
1794-09-01,17.060000000000002,2.168,Ankara,Turkey,39.38N,33.29E
1794-10-01,11.441,2.403,Ankara,Turkey,39.38N,33.29E
1794-11-01,5.428999999999999,2.622,Ankara,Turkey,39.38N,33.29E
1794-12-01,-0.1180000000000001,2.865,Ankara,Turkey,39.38N,33.29E
1795-01-01,-2.338,4.634,Ankara,Turkey,39.38N,33.29E
1795-02-01,2.003,5.431,Ankara,Turkey,39.38N,33.29E
1795-03-01,6.091,2.689,Ankara,Turkey,39.38N,33.29E
1795-04-01,10.764,2.436,Ankara,Turkey,39.38N,33.29E
1795-05-01,14.66,3.401,Ankara,Turkey,39.38N,33.29E
1795-06-01,19.101,1.796,Ankara,Turkey,39.38N,33.29E
1795-07-01,21.49,2.8110000000000004,Ankara,Turkey,39.38N,33.29E
1795-08-01,21.12,2.411,Ankara,Turkey,39.38N,33.29E
1795-09-01,16.209000000000003,2.9410000000000003,Ankara,Turkey,39.38N,33.29E
1795-10-01,11.51,3.062,Ankara,Turkey,39.38N,33.29E
1795-11-01,5.147,2.8480000000000003,Ankara,Turkey,39.38N,33.29E
1795-12-01,1.186,2.9360000000000004,Ankara,Turkey,39.38N,33.29E
1796-01-01,0.411,2.908,Ankara,Turkey,39.38N,33.29E
1796-02-01,0.4779999999999999,2.357,Ankara,Turkey,39.38N,33.29E
1796-03-01,2.26,2.729,Ankara,Turkey,39.38N,33.29E
1796-04-01,8.066,1.948,Ankara,Turkey,39.38N,33.29E
1796-05-01,14.787,1.68,Ankara,Turkey,39.38N,33.29E
1796-06-01,19.35,2.9610000000000003,Ankara,Turkey,39.38N,33.29E
1796-07-01,22.035999999999998,2.104,Ankara,Turkey,39.38N,33.29E
1796-08-01,22.596,3.042,Ankara,Turkey,39.38N,33.29E
1796-09-01,18.016,3.686,Ankara,Turkey,39.38N,33.29E
1796-10-01,12.22,2.222,Ankara,Turkey,39.38N,33.29E
1796-11-01,5.678999999999999,3.053,Ankara,Turkey,39.38N,33.29E
1796-12-01,-0.5540000000000003,3.767,Ankara,Turkey,39.38N,33.29E
1797-01-01,0.8759999999999999,6.122000000000001,Ankara,Turkey,39.38N,33.29E
1797-02-01,2.693,2.819,Ankara,Turkey,39.38N,33.29E
1797-03-01,3.242,2.574,Ankara,Turkey,39.38N,33.29E
1797-04-01,9.141,3.506,Ankara,Turkey,39.38N,33.29E
1797-05-01,14.784,2.909,Ankara,Turkey,39.38N,33.29E
1797-06-01,19.885,2.052,Ankara,Turkey,39.38N,33.29E
1797-07-01,21.755000000000006,2.003,Ankara,Turkey,39.38N,33.29E
1797-08-01,22.258000000000003,2.338,Ankara,Turkey,39.38N,33.29E
1797-09-01,18.479000000000006,2.7960000000000003,Ankara,Turkey,39.38N,33.29E
1797-10-01,12.342,2.261,Ankara,Turkey,39.38N,33.29E
1797-11-01,4.856,3.002,Ankara,Turkey,39.38N,33.29E
1797-12-01,1.218,3.254,Ankara,Turkey,39.38N,33.29E
1798-01-01,-0.1920000000000001,2.543,Ankara,Turkey,39.38N,33.29E
1798-02-01,1.23,2.685,Ankara,Turkey,39.38N,33.29E
1798-03-01,6.642,2.492,Ankara,Turkey,39.38N,33.29E
1798-04-01,9.738,2.166,Ankara,Turkey,39.38N,33.29E
1798-05-01,14.487,3.025,Ankara,Turkey,39.38N,33.29E
1798-06-01,18.491,1.906,Ankara,Turkey,39.38N,33.29E
1798-07-01,22.535,2.315,Ankara,Turkey,39.38N,33.29E
1798-08-01,22.682,3.5380000000000003,Ankara,Turkey,39.38N,33.29E
1798-09-01,18.092,3.267,Ankara,Turkey,39.38N,33.29E
1798-10-01,10.845,2.482,Ankara,Turkey,39.38N,33.29E
1798-11-01,6.141,2.792,Ankara,Turkey,39.38N,33.29E
1798-12-01,-1.1630000000000005,2.718,Ankara,Turkey,39.38N,33.29E
1799-01-01,-3.272,2.721,Ankara,Turkey,39.38N,33.29E
1799-02-01,-1.929,2.886,Ankara,Turkey,39.38N,33.29E
1799-03-01,3.4789999999999996,2.784,Ankara,Turkey,39.38N,33.29E
1799-04-01,10.677999999999999,3.3160000000000003,Ankara,Turkey,39.38N,33.29E
1799-05-01,14.918,1.813,Ankara,Turkey,39.38N,33.29E
1799-06-01,19.014,2.387,Ankara,Turkey,39.38N,33.29E
1799-07-01,22.253,2.22,Ankara,Turkey,39.38N,33.29E
1799-08-01,22.381,1.664,Ankara,Turkey,39.38N,33.29E
1799-09-01,17.874000000000006,2.43,Ankara,Turkey,39.38N,33.29E
1799-10-01,12.854000000000001,2.081,Ankara,Turkey,39.38N,33.29E
1799-11-01,6.279,2.545,Ankara,Turkey,39.38N,33.29E
1799-12-01,-0.5219999999999998,2.44,Ankara,Turkey,39.38N,33.29E
1800-01-01,-0.882,2.569,Ankara,Turkey,39.38N,33.29E
1800-02-01,1.4,3.333,Ankara,Turkey,39.38N,33.29E
1800-03-01,2.7960000000000003,2.757,Ankara,Turkey,39.38N,33.29E
1800-04-01,11.98,2.115,Ankara,Turkey,39.38N,33.29E
1800-05-01,14.231,1.884,Ankara,Turkey,39.38N,33.29E
1800-06-01,18.635,1.819,Ankara,Turkey,39.38N,33.29E
1800-07-01,20.735,2.106,Ankara,Turkey,39.38N,33.29E
1800-08-01,21.555999999999997,2.371,Ankara,Turkey,39.38N,33.29E
1800-09-01,16.409000000000002,2.445,Ankara,Turkey,39.38N,33.29E
1800-10-01,12.05,2.656,Ankara,Turkey,39.38N,33.29E
1800-11-01,6.4350000000000005,2.735,Ankara,Turkey,39.38N,33.29E
1800-12-01,1.6340000000000001,2.582,Ankara,Turkey,39.38N,33.29E
1801-01-01,-0.401,2.689,Ankara,Turkey,39.38N,33.29E
1801-02-01,-0.1200000000000001,2.414,Ankara,Turkey,39.38N,33.29E
1801-03-01,6.865,2.425,Ankara,Turkey,39.38N,33.29E
1801-04-01,9.556,2.349,Ankara,Turkey,39.38N,33.29E
1801-05-01,16.602,2.221,Ankara,Turkey,39.38N,33.29E
1801-06-01,17.889,2.007,Ankara,Turkey,39.38N,33.29E
1801-07-01,22.627,2.275,Ankara,Turkey,39.38N,33.29E
1801-08-01,20.387,2.08,Ankara,Turkey,39.38N,33.29E
1801-09-01,17.855,2.093,Ankara,Turkey,39.38N,33.29E
1801-10-01,12.456,1.948,Ankara,Turkey,39.38N,33.29E
1801-11-01,7.245,2.244,Ankara,Turkey,39.38N,33.29E
1801-12-01,3.007,3.672,Ankara,Turkey,39.38N,33.29E
1802-01-01,0.7769999999999999,2.695,Ankara,Turkey,39.38N,33.29E
1802-02-01,0.9640000000000001,2.498,Ankara,Turkey,39.38N,33.29E
1802-03-01,6.279,2.708,Ankara,Turkey,39.38N,33.29E
1802-04-01,9.657,2.271,Ankara,Turkey,39.38N,33.29E
1802-05-01,13.522,2.245,Ankara,Turkey,39.38N,33.29E
1802-06-01,19.936,1.709,Ankara,Turkey,39.38N,33.29E
1802-07-01,23.204,1.83,Ankara,Turkey,39.38N,33.29E
1802-08-01,22.43,1.969,Ankara,Turkey,39.38N,33.29E
1802-09-01,17.535999999999998,2.797,Ankara,Turkey,39.38N,33.29E
1802-10-01,13.067,2.72,Ankara,Turkey,39.38N,33.29E
1802-11-01,6.407,2.365,Ankara,Turkey,39.38N,33.29E
1802-12-01,1.568,2.5340000000000003,Ankara,Turkey,39.38N,33.29E
1803-01-01,-4.079,2.907,Ankara,Turkey,39.38N,33.29E
1803-02-01,-2.0170000000000003,2.835,Ankara,Turkey,39.38N,33.29E
1803-03-01,3.995,3.076,Ankara,Turkey,39.38N,33.29E
1803-04-01,11.285,2.41,Ankara,Turkey,39.38N,33.29E
1803-05-01,14.901,2.194,Ankara,Turkey,39.38N,33.29E
1803-06-01,18.642,1.747,Ankara,Turkey,39.38N,33.29E
1803-07-01,22.353,1.724,Ankara,Turkey,39.38N,33.29E
1803-08-01,22.97,2.144,Ankara,Turkey,39.38N,33.29E
1803-09-01,17.685000000000006,1.828,Ankara,Turkey,39.38N,33.29E
1803-10-01,11.68,2.753,Ankara,Turkey,39.38N,33.29E
1803-11-01,6.682,2.645,Ankara,Turkey,39.38N,33.29E
1803-12-01,0.050999999999999934,2.968,Ankara,Turkey,39.38N,33.29E
1804-01-01,-0.014000000000000012,3.275,Ankara,Turkey,39.38N,33.29E
1804-02-01,-0.3530000000000002,2.639,Ankara,Turkey,39.38N,33.29E
1804-03-01,3.4320000000000004,3.127,Ankara,Turkey,39.38N,33.29E
1804-04-01,11.35,2.509,Ankara,Turkey,39.38N,33.29E
1804-05-01,14.491,1.897,Ankara,Turkey,39.38N,33.29E
1804-06-01,18.664,1.881,Ankara,Turkey,39.38N,33.29E
1804-07-01,23.08,2.293,Ankara,Turkey,39.38N,33.29E
1804-08-01,21.924,2.063,Ankara,Turkey,39.38N,33.29E
1804-09-01,18.039,2.823,Ankara,Turkey,39.38N,33.29E
1804-10-01,11.667,2.091,Ankara,Turkey,39.38N,33.29E
1804-11-01,5.787000000000001,3.369,Ankara,Turkey,39.38N,33.29E
1804-12-01,-0.381,3.362,Ankara,Turkey,39.38N,33.29E
1805-01-01,-0.9329999999999999,2.467,Ankara,Turkey,39.38N,33.29E
1805-02-01,0.09699999999999998,2.7510000000000003,Ankara,Turkey,39.38N,33.29E
1805-03-01,4.6739999999999995,2.47,Ankara,Turkey,39.38N,33.29E
1805-04-01,8.565000000000001,2.676,Ankara,Turkey,39.38N,33.29E
1805-05-01,13.749,1.7380000000000002,Ankara,Turkey,39.38N,33.29E
1805-06-01,19.203,1.94,Ankara,Turkey,39.38N,33.29E
1805-07-01,21.843000000000004,1.852,Ankara,Turkey,39.38N,33.29E
1805-08-01,22.111,2.074,Ankara,Turkey,39.38N,33.29E
1805-09-01,17.662000000000006,2.28,Ankara,Turkey,39.38N,33.29E
1805-10-01,9.614999999999998,1.958,Ankara,Turkey,39.38N,33.29E
1805-11-01,4.0569999999999995,2.719,Ankara,Turkey,39.38N,33.29E
1805-12-01,2.0460000000000003,2.3,Ankara,Turkey,39.38N,33.29E
1806-01-01,0.377,2.665,Ankara,Turkey,39.38N,33.29E
1806-02-01,0.7249999999999999,3.4410000000000003,Ankara,Turkey,39.38N,33.29E
1806-03-01,4.7650000000000015,2.638,Ankara,Turkey,39.38N,33.29E
1806-04-01,9.687,2.898,Ankara,Turkey,39.38N,33.29E
1806-05-01,15.027000000000001,2.036,Ankara,Turkey,39.38N,33.29E
1806-06-01,17.477999999999998,1.884,Ankara,Turkey,39.38N,33.29E
1806-07-01,21.322000000000006,1.77,Ankara,Turkey,39.38N,33.29E
1806-08-01,21.842,2.142,Ankara,Turkey,39.38N,33.29E
1806-09-01,18.332,2.268,Ankara,Turkey,39.38N,33.29E
1806-10-01,10.817,1.926,Ankara,Turkey,39.38N,33.29E
1806-11-01,5.6720000000000015,2.267,Ankara,Turkey,39.38N,33.29E
1806-12-01,2.282,2.7510000000000003,Ankara,Turkey,39.38N,33.29E
1807-01-01,-1.851,2.8480000000000003,Ankara,Turkey,39.38N,33.29E
1807-02-01,1.075,3.643,Ankara,Turkey,39.38N,33.29E
1807-03-01,4.36,3.297,Ankara,Turkey,39.38N,33.29E
1807-04-01,8.414,2.335,Ankara,Turkey,39.38N,33.29E
1807-05-01,12.946,1.924,Ankara,Turkey,39.38N,33.29E
1807-06-01,18.498,1.634,Ankara,Turkey,39.38N,33.29E
1807-07-01,21.671999999999997,2.451,Ankara,Turkey,39.38N,33.29E
1807-08-01,22.590999999999998,1.963,Ankara,Turkey,39.38N,33.29E
1807-09-01,18.901000000000003,1.7380000000000002,Ankara,Turkey,39.38N,33.29E
1807-10-01,12.195,2.079,Ankara,Turkey,39.38N,33.29E
1807-11-01,7.561,2.5810000000000004,Ankara,Turkey,39.38N,33.29E
1807-12-01,2.575,2.363,Ankara,Turkey,39.38N,33.29E
1808-01-01,-0.10199999999999998,2.853,Ankara,Turkey,39.38N,33.29E
1808-02-01,-0.9230000000000004,2.629,Ankara,Turkey,39.38N,33.29E
1808-03-01,1.4090000000000005,3.54,Ankara,Turkey,39.38N,33.29E
1808-04-01,8.47,2.137,Ankara,Turkey,39.38N,33.29E
1808-05-01,12.634,2.88,Ankara,Turkey,39.38N,33.29E
1808-06-01,18.921,1.7480000000000002,Ankara,Turkey,39.38N,33.29E
1808-07-01,22.075000000000006,1.876,Ankara,Turkey,39.38N,33.29E
1808-08-01,21.504,1.982,Ankara,Turkey,39.38N,33.29E
1808-09-01,19.160999999999998,2.735,Ankara,Turkey,39.38N,33.29E
1808-10-01,11.265999999999998,1.788,Ankara,Turkey,39.38N,33.29E
1808-11-01,4.6690000000000005,2.553,Ankara,Turkey,39.38N,33.29E
1808-12-01,-2.7230000000000003,2.115,Ankara,Turkey,39.38N,33.29E
1809-01-01,-3.781,3.277,Ankara,Turkey,39.38N,33.29E
1809-02-01,-0.04700000000000015,3.135,Ankara,Turkey,39.38N,33.29E
1809-03-01,1.3980000000000006,2.745,Ankara,Turkey,39.38N,33.29E
1809-04-01,8.83,2.81,Ankara,Turkey,39.38N,33.29E
1809-05-01,12.296,2.42,Ankara,Turkey,39.38N,33.29E
1809-06-01,18.857,1.703,Ankara,Turkey,39.38N,33.29E
1809-07-01,19.999,2.116,Ankara,Turkey,39.38N,33.29E
1809-08-01,21.025,1.585,Ankara,Turkey,39.38N,33.29E
1809-09-01,16.854000000000006,1.995,Ankara,Turkey,39.38N,33.29E
1809-10-01,11.026,3.935,Ankara,Turkey,39.38N,33.29E
1809-11-01,2.9330000000000003,3.082,Ankara,Turkey,39.38N,33.29E
1809-12-01,0.20900000000000007,2.556,Ankara,Turkey,39.38N,33.29E
1810-01-01,-2.549,3.314,Ankara,Turkey,39.38N,33.29E
1810-02-01,1.352,3.474,Ankara,Turkey,39.38N,33.29E
1810-03-01,6.042999999999999,2.697,Ankara,Turkey,39.38N,33.29E
1810-04-01,8.537,2.912,Ankara,Turkey,39.38N,33.29E
1810-05-01,12.818,2.355,Ankara,Turkey,39.38N,33.29E
1810-06-01,16.724999999999998,2.331,Ankara,Turkey,39.38N,33.29E
1810-07-01,20.258000000000006,2.486,Ankara,Turkey,39.38N,33.29E
1810-08-01,20.089000000000002,1.839,Ankara,Turkey,39.38N,33.29E
1810-09-01,15.589000000000002,1.954,Ankara,Turkey,39.38N,33.29E
1810-10-01,8.577,2.54,Ankara,Turkey,39.38N,33.29E
1810-11-01,3.765,2.968,Ankara,Turkey,39.38N,33.29E
1810-12-01,1.023,2.882,Ankara,Turkey,39.38N,33.29E
1811-01-01,-2.701,2.234,Ankara,Turkey,39.38N,33.29E
1811-02-01,-1.4360000000000002,3.749,Ankara,Turkey,39.38N,33.29E
1811-03-01,4.26,2.263,Ankara,Turkey,39.38N,33.29E
1811-04-01,7.286,1.843,Ankara,Turkey,39.38N,33.29E
1811-05-01,13.253,2.436,Ankara,Turkey,39.38N,33.29E
1811-06-01,18.112000000000002,1.777,Ankara,Turkey,39.38N,33.29E
1811-07-01,20.308,2.826,Ankara,Turkey,39.38N,33.29E
1811-08-01,22.27,2.942,Ankara,Turkey,39.38N,33.29E
1811-09-01,15.95,3.102,Ankara,Turkey,39.38N,33.29E
1811-10-01,10.773,4.454,Ankara,Turkey,39.38N,33.29E
1811-11-01,3.868,3.247,Ankara,Turkey,39.38N,33.29E
1811-12-01,1.505,2.444,Ankara,Turkey,39.38N,33.29E
1812-01-01,-3.262,2.027,Ankara,Turkey,39.38N,33.29E
1812-02-01,-2.221,1.933,Ankara,Turkey,39.38N,33.29E
1812-03-01,2.551,2.954,Ankara,Turkey,39.38N,33.29E
1812-04-01,7.742000000000001,3.475,Ankara,Turkey,39.38N,33.29E
1812-05-01,12.628,2.593,Ankara,Turkey,39.38N,33.29E
1812-06-01,17.987000000000002,1.6880000000000002,Ankara,Turkey,39.38N,33.29E
1812-07-01,22.346999999999998,1.509,Ankara,Turkey,39.38N,33.29E
1812-08-01,22.925,2.943,Ankara,Turkey,39.38N,33.29E
1812-09-01,15.475,2.145,Ankara,Turkey,39.38N,33.29E
1812-10-01,11.009,2.58,Ankara,Turkey,39.38N,33.29E
1812-11-01,5.311,3.051,Ankara,Turkey,39.38N,33.29E
1812-12-01,-3.011000000000001,2.897,Ankara,Turkey,39.38N,33.29E
1813-01-01,-6.2799999999999985,2.959,Ankara,Turkey,39.38N,33.29E
1813-02-01,-1.695,2.421,Ankara,Turkey,39.38N,33.29E
1813-03-01,1.1450000000000005,4.955,Ankara,Turkey,39.38N,33.29E
1813-04-01,9.345,2.5780000000000003,Ankara,Turkey,39.38N,33.29E
1813-05-01,15.56,3.808,Ankara,Turkey,39.38N,33.29E
1813-06-01,17.775,2.177,Ankara,Turkey,39.38N,33.29E
1813-07-01,20.449,3.254,Ankara,Turkey,39.38N,33.29E
1813-08-01,20.180999999999997,1.699,Ankara,Turkey,39.38N,33.29E
