dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1998-06-01,27.668000000000003,0.36,Aleppo,Syria,36.17N,37.79E
1998-07-01,30.956,0.246,Aleppo,Syria,36.17N,37.79E
1998-08-01,31.45,0.267,Aleppo,Syria,36.17N,37.79E
1998-09-01,26.312,0.222,Aleppo,Syria,36.17N,37.79E
1998-10-01,20.642,0.271,Aleppo,Syria,36.17N,37.79E
1998-11-01,15.880999999999998,0.252,Aleppo,Syria,36.17N,37.79E
1998-12-01,9.184,0.305,Aleppo,Syria,36.17N,37.79E
1999-01-01,8.019,0.691,Aleppo,Syria,36.17N,37.79E
1999-02-01,8.951,0.324,Aleppo,Syria,36.17N,37.79E
1999-03-01,11.93,0.239,Aleppo,Syria,36.17N,37.79E
1999-04-01,16.631,0.307,Aleppo,Syria,36.17N,37.79E
1999-05-01,23.805999999999997,0.255,Aleppo,Syria,36.17N,37.79E
1999-06-01,27.13,0.159,Aleppo,Syria,36.17N,37.79E
1999-07-01,30.225,0.242,Aleppo,Syria,36.17N,37.79E
1999-08-01,30.089000000000002,0.327,Aleppo,Syria,36.17N,37.79E
1999-09-01,25.619,0.248,Aleppo,Syria,36.17N,37.79E
1999-10-01,20.627,0.294,Aleppo,Syria,36.17N,37.79E
1999-11-01,12.843,0.315,Aleppo,Syria,36.17N,37.79E
1999-12-01,8.701,0.305,Aleppo,Syria,36.17N,37.79E
2000-01-01,5.205,0.267,Aleppo,Syria,36.17N,37.79E
2000-02-01,6.832000000000002,0.329,Aleppo,Syria,36.17N,37.79E
2000-03-01,10.421,0.262,Aleppo,Syria,36.17N,37.79E
2000-04-01,17.743000000000006,0.227,Aleppo,Syria,36.17N,37.79E
2000-05-01,22.24,0.12,Aleppo,Syria,36.17N,37.79E
2000-06-01,27.781,0.478,Aleppo,Syria,36.17N,37.79E
2000-07-01,31.956999999999997,0.462,Aleppo,Syria,36.17N,37.79E
2000-08-01,29.873,0.377,Aleppo,Syria,36.17N,37.79E
2000-09-01,25.877,0.198,Aleppo,Syria,36.17N,37.79E
2000-10-01,18.846,0.305,Aleppo,Syria,36.17N,37.79E
2000-11-01,13.38,0.292,Aleppo,Syria,36.17N,37.79E
2000-12-01,7.636,0.218,Aleppo,Syria,36.17N,37.79E
2001-01-01,7.306,0.278,Aleppo,Syria,36.17N,37.79E
2001-02-01,8.787,0.7190000000000001,Aleppo,Syria,36.17N,37.79E
2001-03-01,14.904000000000002,0.255,Aleppo,Syria,36.17N,37.79E
2001-04-01,17.666,0.408,Aleppo,Syria,36.17N,37.79E
2001-05-01,21.191000000000006,0.5760000000000001,Aleppo,Syria,36.17N,37.79E
2001-06-01,27.922,0.314,Aleppo,Syria,36.17N,37.79E
2001-07-01,30.726999999999997,0.552,Aleppo,Syria,36.17N,37.79E
2001-08-01,30.33,0.231,Aleppo,Syria,36.17N,37.79E
2001-09-01,26.419,0.23,Aleppo,Syria,36.17N,37.79E
2001-10-01,20.153,0.194,Aleppo,Syria,36.17N,37.79E
2001-11-01,11.43,0.228,Aleppo,Syria,36.17N,37.79E
2001-12-01,8.173,0.348,Aleppo,Syria,36.17N,37.79E
2002-01-01,4.806,0.341,Aleppo,Syria,36.17N,37.79E
2002-02-01,9.745,0.7390000000000001,Aleppo,Syria,36.17N,37.79E
2002-03-01,12.984000000000002,0.381,Aleppo,Syria,36.17N,37.79E
2002-04-01,15.722,0.328,Aleppo,Syria,36.17N,37.79E
2002-05-01,21.570999999999998,0.189,Aleppo,Syria,36.17N,37.79E
2002-06-01,27.554000000000002,0.151,Aleppo,Syria,36.17N,37.79E
2002-07-01,30.406999999999996,0.789,Aleppo,Syria,36.17N,37.79E
2002-08-01,29.396,0.35,Aleppo,Syria,36.17N,37.79E
2002-09-01,26.078000000000003,0.239,Aleppo,Syria,36.17N,37.79E
2002-10-01,21.185,0.185,Aleppo,Syria,36.17N,37.79E
2002-11-01,13.707,0.299,Aleppo,Syria,36.17N,37.79E
2002-12-01,5.473,0.193,Aleppo,Syria,36.17N,37.79E
2003-01-01,7.598,0.473,Aleppo,Syria,36.17N,37.79E
2003-02-01,6.077999999999999,0.368,Aleppo,Syria,36.17N,37.79E
2003-03-01,9.83,0.436,Aleppo,Syria,36.17N,37.79E
2003-04-01,16.322000000000006,0.484,Aleppo,Syria,36.17N,37.79E
2003-05-01,24.059,0.425,Aleppo,Syria,36.17N,37.79E
2003-06-01,27.373,0.28600000000000003,Aleppo,Syria,36.17N,37.79E
2003-07-01,30.343000000000004,0.358,Aleppo,Syria,36.17N,37.79E
2003-08-01,30.795,0.52,Aleppo,Syria,36.17N,37.79E
2003-09-01,25.61,0.411,Aleppo,Syria,36.17N,37.79E
2003-10-01,20.955,0.194,Aleppo,Syria,36.17N,37.79E
2003-11-01,12.28,0.302,Aleppo,Syria,36.17N,37.79E
2003-12-01,7.194,0.162,Aleppo,Syria,36.17N,37.79E
2004-01-01,6.316,0.307,Aleppo,Syria,36.17N,37.79E
2004-02-01,7.077000000000001,0.384,Aleppo,Syria,36.17N,37.79E
2004-03-01,13.24,0.435,Aleppo,Syria,36.17N,37.79E
2004-04-01,16.525000000000002,0.341,Aleppo,Syria,36.17N,37.79E
2004-05-01,21.561999999999998,0.222,Aleppo,Syria,36.17N,37.79E
2004-06-01,27.305,0.338,Aleppo,Syria,36.17N,37.79E
2004-07-01,30.5,0.261,Aleppo,Syria,36.17N,37.79E
2004-08-01,29.281999999999996,0.366,Aleppo,Syria,36.17N,37.79E
2004-09-01,26.305999999999997,0.14800000000000002,Aleppo,Syria,36.17N,37.79E
2004-10-01,21.446,0.355,Aleppo,Syria,36.17N,37.79E
2004-11-01,12.620999999999999,0.504,Aleppo,Syria,36.17N,37.79E
2004-12-01,5.571000000000001,0.233,Aleppo,Syria,36.17N,37.79E
2005-01-01,6.415,0.256,Aleppo,Syria,36.17N,37.79E
2005-02-01,7.257999999999999,0.39,Aleppo,Syria,36.17N,37.79E
2005-03-01,12.285,0.31,Aleppo,Syria,36.17N,37.79E
2005-04-01,17.283,0.285,Aleppo,Syria,36.17N,37.79E
2005-05-01,22.256999999999998,0.194,Aleppo,Syria,36.17N,37.79E
2005-06-01,26.582,0.243,Aleppo,Syria,36.17N,37.79E
2005-07-01,30.535,0.322,Aleppo,Syria,36.17N,37.79E
2005-08-01,30.156,0.248,Aleppo,Syria,36.17N,37.79E
2005-09-01,25.816,0.369,Aleppo,Syria,36.17N,37.79E
2005-10-01,18.423,0.552,Aleppo,Syria,36.17N,37.79E
2005-11-01,11.214,0.303,Aleppo,Syria,36.17N,37.79E
2005-12-01,9.044,0.359,Aleppo,Syria,36.17N,37.79E
2006-01-01,5.455,0.196,Aleppo,Syria,36.17N,37.79E
2006-02-01,8.437999999999999,0.33,Aleppo,Syria,36.17N,37.79E
2006-03-01,12.630999999999998,0.321,Aleppo,Syria,36.17N,37.79E
2006-04-01,17.417,0.7090000000000001,Aleppo,Syria,36.17N,37.79E
2006-05-01,22.921,0.8029999999999999,Aleppo,Syria,36.17N,37.79E
2006-06-01,28.307,0.191,Aleppo,Syria,36.17N,37.79E
2006-07-01,29.614,0.172,Aleppo,Syria,36.17N,37.79E
2006-08-01,30.644000000000002,0.48,Aleppo,Syria,36.17N,37.79E
2006-09-01,25.925,0.274,Aleppo,Syria,36.17N,37.79E
2006-10-01,19.773,0.188,Aleppo,Syria,36.17N,37.79E
2006-11-01,11.031,0.202,Aleppo,Syria,36.17N,37.79E
2006-12-01,5.837000000000001,0.335,Aleppo,Syria,36.17N,37.79E
2007-01-01,4.724,0.348,Aleppo,Syria,36.17N,37.79E
2007-02-01,8.351,0.499,Aleppo,Syria,36.17N,37.79E
2007-03-01,12.045,0.248,Aleppo,Syria,36.17N,37.79E
2007-04-01,14.404000000000002,0.201,Aleppo,Syria,36.17N,37.79E
2007-05-01,24.139000000000006,0.473,Aleppo,Syria,36.17N,37.79E
2007-06-01,28.113000000000003,0.381,Aleppo,Syria,36.17N,37.79E
2007-07-01,31.131999999999998,0.648,Aleppo,Syria,36.17N,37.79E
2007-08-01,30.266,0.266,Aleppo,Syria,36.17N,37.79E
2007-09-01,26.776999999999997,0.46,Aleppo,Syria,36.17N,37.79E
2007-10-01,21.27,0.205,Aleppo,Syria,36.17N,37.79E
2007-11-01,12.863,0.199,Aleppo,Syria,36.17N,37.79E
2007-12-01,6.622000000000001,0.26,Aleppo,Syria,36.17N,37.79E
2008-01-01,3.063,0.404,Aleppo,Syria,36.17N,37.79E
2008-02-01,7.025,0.402,Aleppo,Syria,36.17N,37.79E
2008-03-01,15.067,0.264,Aleppo,Syria,36.17N,37.79E
2008-04-01,19.416,0.804,Aleppo,Syria,36.17N,37.79E
2008-05-01,21.837,0.589,Aleppo,Syria,36.17N,37.79E
2008-06-01,28.119,0.485,Aleppo,Syria,36.17N,37.79E
2008-07-01,30.787,0.411,Aleppo,Syria,36.17N,37.79E
2008-08-01,31.206,0.644,Aleppo,Syria,36.17N,37.79E
2008-09-01,26.287,0.442,Aleppo,Syria,36.17N,37.79E
2008-10-01,19.988,0.42,Aleppo,Syria,36.17N,37.79E
2008-11-01,13.710999999999999,0.189,Aleppo,Syria,36.17N,37.79E
2008-12-01,6.575,0.198,Aleppo,Syria,36.17N,37.79E
2009-01-01,5.742000000000001,0.188,Aleppo,Syria,36.17N,37.79E
2009-02-01,8.866,0.349,Aleppo,Syria,36.17N,37.79E
2009-03-01,11.099,0.235,Aleppo,Syria,36.17N,37.79E
2009-04-01,16.305000000000003,0.27,Aleppo,Syria,36.17N,37.79E
2009-05-01,22.188,0.247,Aleppo,Syria,36.17N,37.79E
2009-06-01,28.337,0.179,Aleppo,Syria,36.17N,37.79E
2009-07-01,30.215999999999998,0.466,Aleppo,Syria,36.17N,37.79E
2009-08-01,29.833000000000002,0.489,Aleppo,Syria,36.17N,37.79E
2009-09-01,24.927,0.313,Aleppo,Syria,36.17N,37.79E
2009-10-01,21.477,0.299,Aleppo,Syria,36.17N,37.79E
2009-11-01,12.324000000000002,0.159,Aleppo,Syria,36.17N,37.79E
2009-12-01,9.943,0.279,Aleppo,Syria,36.17N,37.79E
2010-01-01,8.779,0.28600000000000003,Aleppo,Syria,36.17N,37.79E
2010-02-01,9.578,0.213,Aleppo,Syria,36.17N,37.79E
2010-03-01,14.212,0.379,Aleppo,Syria,36.17N,37.79E
2010-04-01,17.925,0.241,Aleppo,Syria,36.17N,37.79E
2010-05-01,23.590999999999998,0.301,Aleppo,Syria,36.17N,37.79E
2010-06-01,27.921,0.402,Aleppo,Syria,36.17N,37.79E
2010-07-01,31.160999999999998,0.418,Aleppo,Syria,36.17N,37.79E
2010-08-01,32.629,0.5589999999999999,Aleppo,Syria,36.17N,37.79E
2010-09-01,28.123,0.441,Aleppo,Syria,36.17N,37.79E
2010-10-01,21.262,0.525,Aleppo,Syria,36.17N,37.79E
2010-11-01,15.075999999999999,0.35600000000000004,Aleppo,Syria,36.17N,37.79E
2010-12-01,9.496,0.147,Aleppo,Syria,36.17N,37.79E
2011-01-01,6.789,0.5379999999999999,Aleppo,Syria,36.17N,37.79E
2011-02-01,8.246,0.467,Aleppo,Syria,36.17N,37.79E
2011-03-01,12.356,0.279,Aleppo,Syria,36.17N,37.79E
2011-04-01,16.319000000000006,0.4,Aleppo,Syria,36.17N,37.79E
2011-05-01,21.535,0.355,Aleppo,Syria,36.17N,37.79E
2011-06-01,27.288,0.7120000000000001,Aleppo,Syria,36.17N,37.79E
2011-07-01,31.024,0.495,Aleppo,Syria,36.17N,37.79E
2011-08-01,30.504,0.443,Aleppo,Syria,36.17N,37.79E
2011-09-01,27.045,0.39,Aleppo,Syria,36.17N,37.79E
2011-10-01,19.195,0.528,Aleppo,Syria,36.17N,37.79E
2011-11-01,9.317,0.272,Aleppo,Syria,36.17N,37.79E
2011-12-01,6.581,0.404,Aleppo,Syria,36.17N,37.79E
2012-01-01,5.372999999999998,0.696,Aleppo,Syria,36.17N,37.79E
2012-02-01,6.1610000000000005,0.318,Aleppo,Syria,36.17N,37.79E
2012-03-01,9.566,0.443,Aleppo,Syria,36.17N,37.79E
2012-04-01,18.833,0.493,Aleppo,Syria,36.17N,37.79E
2012-05-01,22.418000000000003,0.634,Aleppo,Syria,36.17N,37.79E
2012-06-01,28.917,0.459,Aleppo,Syria,36.17N,37.79E
2012-07-01,31.42,0.412,Aleppo,Syria,36.17N,37.79E
2012-08-01,30.516,0.999,Aleppo,Syria,36.17N,37.79E
2012-09-01,27.653000000000002,0.69,Aleppo,Syria,36.17N,37.79E
2012-10-01,21.041,0.679,Aleppo,Syria,36.17N,37.79E
2012-11-01,14.355,0.264,Aleppo,Syria,36.17N,37.79E
2012-12-01,8.05,0.314,Aleppo,Syria,36.17N,37.79E
2013-01-01,6.601,0.409,Aleppo,Syria,36.17N,37.79E
2013-02-01,9.802,0.957,Aleppo,Syria,36.17N,37.79E
2013-03-01,12.537,0.8809999999999999,Aleppo,Syria,36.17N,37.79E
2013-04-01,17.326,0.8240000000000001,Aleppo,Syria,36.17N,37.79E
2013-05-01,22.916999999999998,1.071,Aleppo,Syria,36.17N,37.79E
2013-06-01,27.292,0.735,Aleppo,Syria,36.17N,37.79E
2013-07-01,29.85,0.944,Aleppo,Syria,36.17N,37.79E
2013-08-01,29.704,0.28,Aleppo,Syria,36.17N,37.79E
2013-09-01,,,Aleppo,Syria,36.17N,37.79E
1791-05-01,20.772,1.848,Alexandria,Egypt,31.35N,30.16E
1791-06-01,24.029,1.945,Alexandria,Egypt,31.35N,30.16E
1791-07-01,25.483,1.479,Alexandria,Egypt,31.35N,30.16E
1791-08-01,26.796999999999997,1.435,Alexandria,Egypt,31.35N,30.16E
1791-09-01,24.464000000000002,1.987,Alexandria,Egypt,31.35N,30.16E
1791-10-01,21.999000000000002,1.919,Alexandria,Egypt,31.35N,30.16E
1791-11-01,20.984,1.815,Alexandria,Egypt,31.35N,30.16E
1791-12-01,16.250999999999998,1.835,Alexandria,Egypt,31.35N,30.16E
1792-01-01,12.512,3.428,Alexandria,Egypt,31.35N,30.16E
1792-02-01,15.282,2.847,Alexandria,Egypt,31.35N,30.16E
1792-03-01,15.695,2.266,Alexandria,Egypt,31.35N,30.16E
1792-04-01,17.887,2.051,Alexandria,Egypt,31.35N,30.16E
1792-05-01,21.686,1.686,Alexandria,Egypt,31.35N,30.16E
1792-06-01,25.326,1.5590000000000002,Alexandria,Egypt,31.35N,30.16E
1792-07-01,25.976999999999997,1.5659999999999998,Alexandria,Egypt,31.35N,30.16E
1792-08-01,24.861,1.641,Alexandria,Egypt,31.35N,30.16E
1792-09-01,26.075,2.379,Alexandria,Egypt,31.35N,30.16E
1792-10-01,22.026,1.953,Alexandria,Egypt,31.35N,30.16E
1792-11-01,19.025,2.49,Alexandria,Egypt,31.35N,30.16E
1792-12-01,15.639000000000001,2.567,Alexandria,Egypt,31.35N,30.16E
1793-01-01,12.307,3.011,Alexandria,Egypt,31.35N,30.16E
1793-02-01,15.432,3.843,Alexandria,Egypt,31.35N,30.16E
1793-03-01,15.55,3.088,Alexandria,Egypt,31.35N,30.16E
1793-04-01,18.173,2.242,Alexandria,Egypt,31.35N,30.16E
1793-05-01,20.799,1.699,Alexandria,Egypt,31.35N,30.16E
1793-06-01,23.774,2.221,Alexandria,Egypt,31.35N,30.16E
1793-07-01,25.663,2.84,Alexandria,Egypt,31.35N,30.16E
1793-08-01,25.624000000000002,2.7060000000000004,Alexandria,Egypt,31.35N,30.16E
1793-09-01,26.084,2.042,Alexandria,Egypt,31.35N,30.16E
1793-10-01,22.165,2.7430000000000003,Alexandria,Egypt,31.35N,30.16E
1793-11-01,18.839000000000002,3.062,Alexandria,Egypt,31.35N,30.16E
1793-12-01,14.811,2.609,Alexandria,Egypt,31.35N,30.16E
1794-01-01,15.094,3.513,Alexandria,Egypt,31.35N,30.16E
1794-02-01,14.292000000000002,4.504,Alexandria,Egypt,31.35N,30.16E
1794-03-01,16.114,2.173,Alexandria,Egypt,31.35N,30.16E
1794-04-01,19.678,1.903,Alexandria,Egypt,31.35N,30.16E
1794-05-01,22.609,2.25,Alexandria,Egypt,31.35N,30.16E
1794-06-01,22.811,2.7060000000000004,Alexandria,Egypt,31.35N,30.16E
1794-07-01,24.759,3.507,Alexandria,Egypt,31.35N,30.16E
1794-08-01,26.266,2.062,Alexandria,Egypt,31.35N,30.16E
1794-09-01,25.531,2.046,Alexandria,Egypt,31.35N,30.16E
1794-10-01,22.679000000000002,2.299,Alexandria,Egypt,31.35N,30.16E
1794-11-01,18.597,2.438,Alexandria,Egypt,31.35N,30.16E
1794-12-01,15.269,2.376,Alexandria,Egypt,31.35N,30.16E
1795-01-01,14.177999999999999,3.709,Alexandria,Egypt,31.35N,30.16E
1795-02-01,15.93,4.277,Alexandria,Egypt,31.35N,30.16E
1795-03-01,17.005000000000006,2.28,Alexandria,Egypt,31.35N,30.16E
1795-04-01,18.92,2.147,Alexandria,Egypt,31.35N,30.16E
1795-05-01,21.516,2.861,Alexandria,Egypt,31.35N,30.16E
1795-06-01,24.302,1.903,Alexandria,Egypt,31.35N,30.16E
1795-07-01,26.203000000000003,2.637,Alexandria,Egypt,31.35N,30.16E
1795-08-01,26.147,1.868,Alexandria,Egypt,31.35N,30.16E
1795-09-01,24.246,2.792,Alexandria,Egypt,31.35N,30.16E
1795-10-01,,,Alexandria,Egypt,31.35N,30.16E
1795-11-01,18.732,2.5780000000000003,Alexandria,Egypt,31.35N,30.16E
1795-12-01,15.229000000000001,2.465,Alexandria,Egypt,31.35N,30.16E
1796-01-01,14.524,2.604,Alexandria,Egypt,31.35N,30.16E
1796-02-01,14.37,1.922,Alexandria,Egypt,31.35N,30.16E
1796-03-01,14.53,2.272,Alexandria,Egypt,31.35N,30.16E
1796-04-01,17.48,1.746,Alexandria,Egypt,31.35N,30.16E
1796-05-01,21.730999999999998,1.568,Alexandria,Egypt,31.35N,30.16E
1796-06-01,24.811999999999998,2.777,Alexandria,Egypt,31.35N,30.16E
1796-07-01,26.438000000000002,1.956,Alexandria,Egypt,31.35N,30.16E
1796-08-01,27.425,2.847,Alexandria,Egypt,31.35N,30.16E
1796-09-01,25.785,3.043,Alexandria,Egypt,31.35N,30.16E
1796-10-01,23.741,1.925,Alexandria,Egypt,31.35N,30.16E
1796-11-01,19.474,2.689,Alexandria,Egypt,31.35N,30.16E
1796-12-01,14.427,2.769,Alexandria,Egypt,31.35N,30.16E
1797-01-01,16.003,5.624,Alexandria,Egypt,31.35N,30.16E
1797-02-01,16.455000000000002,2.226,Alexandria,Egypt,31.35N,30.16E
1797-03-01,14.822,2.184,Alexandria,Egypt,31.35N,30.16E
1797-04-01,17.414,3.036,Alexandria,Egypt,31.35N,30.16E
1797-05-01,20.892,2.377,Alexandria,Egypt,31.35N,30.16E
1797-06-01,24.941999999999997,1.892,Alexandria,Egypt,31.35N,30.16E
1797-07-01,25.695999999999998,1.61,Alexandria,Egypt,31.35N,30.16E
1797-08-01,26.897,1.887,Alexandria,Egypt,31.35N,30.16E
1797-09-01,25.85,2.411,Alexandria,Egypt,31.35N,30.16E
1797-10-01,23.23,2.0780000000000003,Alexandria,Egypt,31.35N,30.16E
1797-11-01,18.065,2.629,Alexandria,Egypt,31.35N,30.16E
1797-12-01,15.483,2.887,Alexandria,Egypt,31.35N,30.16E
1798-01-01,14.780999999999999,1.926,Alexandria,Egypt,31.35N,30.16E
1798-02-01,14.615,2.1630000000000003,Alexandria,Egypt,31.35N,30.16E
1798-03-01,17.662,2.045,Alexandria,Egypt,31.35N,30.16E
1798-04-01,18.155,1.857,Alexandria,Egypt,31.35N,30.16E
1798-05-01,21.267,2.589,Alexandria,Egypt,31.35N,30.16E
1798-06-01,24.026,1.844,Alexandria,Egypt,31.35N,30.16E
1798-07-01,26.96,2.158,Alexandria,Egypt,31.35N,30.16E
1798-08-01,27.258000000000003,3.054,Alexandria,Egypt,31.35N,30.16E
1798-09-01,25.61,2.65,Alexandria,Egypt,31.35N,30.16E
1798-10-01,22.342,2.125,Alexandria,Egypt,31.35N,30.16E
1798-11-01,20.462,2.366,Alexandria,Egypt,31.35N,30.16E
1798-12-01,14.869000000000002,2.254,Alexandria,Egypt,31.35N,30.16E
1799-01-01,13.254000000000001,2.131,Alexandria,Egypt,31.35N,30.16E
1799-02-01,13.117,2.335,Alexandria,Egypt,31.35N,30.16E
1799-03-01,15.602,2.484,Alexandria,Egypt,31.35N,30.16E
1799-04-01,19.562,2.89,Alexandria,Egypt,31.35N,30.16E
1799-05-01,21.935,1.586,Alexandria,Egypt,31.35N,30.16E
1799-06-01,24.878,2.277,Alexandria,Egypt,31.35N,30.16E
1799-07-01,26.909000000000002,2.059,Alexandria,Egypt,31.35N,30.16E
1799-08-01,27.259,1.402,Alexandria,Egypt,31.35N,30.16E
1799-09-01,25.83,2.27,Alexandria,Egypt,31.35N,30.16E
1799-10-01,24.19,1.972,Alexandria,Egypt,31.35N,30.16E
1799-11-01,19.912,2.21,Alexandria,Egypt,31.35N,30.16E
1799-12-01,15.484000000000002,2.043,Alexandria,Egypt,31.35N,30.16E
1800-01-01,14.515999999999998,1.938,Alexandria,Egypt,31.35N,30.16E
1800-02-01,15.955,2.928,Alexandria,Egypt,31.35N,30.16E
1800-03-01,15.18,2.136,Alexandria,Egypt,31.35N,30.16E
1800-04-01,19.964,1.879,Alexandria,Egypt,31.35N,30.16E
1800-05-01,20.853,1.63,Alexandria,Egypt,31.35N,30.16E
1800-06-01,24.353,1.694,Alexandria,Egypt,31.35N,30.16E
1800-07-01,25.598000000000003,1.806,Alexandria,Egypt,31.35N,30.16E
1800-08-01,26.136,1.955,Alexandria,Egypt,31.35N,30.16E
1800-09-01,24.361,2.013,Alexandria,Egypt,31.35N,30.16E
1800-10-01,23.377,2.387,Alexandria,Egypt,31.35N,30.16E
1800-11-01,19.462,2.341,Alexandria,Egypt,31.35N,30.16E
1800-12-01,16.500999999999998,2.267,Alexandria,Egypt,31.35N,30.16E
1801-01-01,14.49,2.013,Alexandria,Egypt,31.35N,30.16E
1801-02-01,13.932,1.878,Alexandria,Egypt,31.35N,30.16E
1801-03-01,17.616,2.047,Alexandria,Egypt,31.35N,30.16E
1801-04-01,18.302000000000003,1.998,Alexandria,Egypt,31.35N,30.16E
1801-05-01,22.808000000000003,1.747,Alexandria,Egypt,31.35N,30.16E
1801-06-01,23.758000000000003,1.858,Alexandria,Egypt,31.35N,30.16E
1801-07-01,27.153000000000002,2.008,Alexandria,Egypt,31.35N,30.16E
1801-08-01,25.495,1.759,Alexandria,Egypt,31.35N,30.16E
1801-09-01,25.421999999999997,1.694,Alexandria,Egypt,31.35N,30.16E
1801-10-01,23.627,1.704,Alexandria,Egypt,31.35N,30.16E
1801-11-01,20.164,1.933,Alexandria,Egypt,31.35N,30.16E
1801-12-01,17.169999999999998,3.082,Alexandria,Egypt,31.35N,30.16E
1802-01-01,15.878,2.128,Alexandria,Egypt,31.35N,30.16E
1802-02-01,14.582,1.924,Alexandria,Egypt,31.35N,30.16E
1802-03-01,17.105999999999998,2.248,Alexandria,Egypt,31.35N,30.16E
1802-04-01,18.028,2.125,Alexandria,Egypt,31.35N,30.16E
1802-05-01,20.442,1.942,Alexandria,Egypt,31.35N,30.16E
1802-06-01,25.976999999999997,1.5630000000000002,Alexandria,Egypt,31.35N,30.16E
1802-07-01,27.144000000000002,1.5930000000000002,Alexandria,Egypt,31.35N,30.16E
1802-08-01,26.823,1.519,Alexandria,Egypt,31.35N,30.16E
1802-09-01,25.48,2.278,Alexandria,Egypt,31.35N,30.16E
1802-10-01,23.861,2.158,Alexandria,Egypt,31.35N,30.16E
1802-11-01,20.035,2.041,Alexandria,Egypt,31.35N,30.16E
1802-12-01,15.913,1.982,Alexandria,Egypt,31.35N,30.16E
1803-01-01,12.945,2.501,Alexandria,Egypt,31.35N,30.16E
1803-02-01,12.769000000000002,2.1630000000000003,Alexandria,Egypt,31.35N,30.16E
1803-03-01,,,Alexandria,Egypt,31.35N,30.16E
1803-04-01,19.700000000000006,2.154,Alexandria,Egypt,31.35N,30.16E
1803-05-01,21.569000000000003,1.834,Alexandria,Egypt,31.35N,30.16E
1803-06-01,24.655,1.645,Alexandria,Egypt,31.35N,30.16E
1803-07-01,26.723000000000003,1.5630000000000002,Alexandria,Egypt,31.35N,30.16E
1803-08-01,27.731,1.826,Alexandria,Egypt,31.35N,30.16E
1803-09-01,25.969,1.5659999999999998,Alexandria,Egypt,31.35N,30.16E
1803-10-01,23.118000000000002,2.367,Alexandria,Egypt,31.35N,30.16E
1803-11-01,20.081,2.274,Alexandria,Egypt,31.35N,30.16E
1803-12-01,15.104000000000001,2.39,Alexandria,Egypt,31.35N,30.16E
1804-01-01,13.872,2.444,Alexandria,Egypt,31.35N,30.16E
1804-02-01,13.407,2.187,Alexandria,Egypt,31.35N,30.16E
1804-03-01,15.423000000000002,2.456,Alexandria,Egypt,31.35N,30.16E
1804-04-01,20.020000000000003,2.164,Alexandria,Egypt,31.35N,30.16E
1804-05-01,21.623,1.6780000000000002,Alexandria,Egypt,31.35N,30.16E
1804-06-01,24.694000000000003,1.696,Alexandria,Egypt,31.35N,30.16E
1804-07-01,27.698,2.113,Alexandria,Egypt,31.35N,30.16E
1804-08-01,26.991,1.796,Alexandria,Egypt,31.35N,30.16E
1804-09-01,25.654,2.435,Alexandria,Egypt,31.35N,30.16E
1804-10-01,23.144000000000002,1.935,Alexandria,Egypt,31.35N,30.16E
1804-11-01,20.428,2.882,Alexandria,Egypt,31.35N,30.16E
1804-12-01,15.412,2.5660000000000003,Alexandria,Egypt,31.35N,30.16E
1805-01-01,15.081,1.905,Alexandria,Egypt,31.35N,30.16E
1805-02-01,14.260000000000002,2.122,Alexandria,Egypt,31.35N,30.16E
1805-03-01,16.124000000000002,2.114,Alexandria,Egypt,31.35N,30.16E
1805-04-01,17.700000000000006,2.38,Alexandria,Egypt,31.35N,30.16E
1805-05-01,20.699,1.554,Alexandria,Egypt,31.35N,30.16E
1805-06-01,25.230999999999998,1.599,Alexandria,Egypt,31.35N,30.16E
1805-07-01,26.358,1.6869999999999998,Alexandria,Egypt,31.35N,30.16E
1805-08-01,27.464000000000002,1.837,Alexandria,Egypt,31.35N,30.16E
1805-09-01,25.166999999999998,1.804,Alexandria,Egypt,31.35N,30.16E
1805-10-01,21.778000000000002,1.63,Alexandria,Egypt,31.35N,30.16E
1805-11-01,18.096,2.441,Alexandria,Egypt,31.35N,30.16E
1805-12-01,16.256,1.885,Alexandria,Egypt,31.35N,30.16E
1806-01-01,14.347000000000001,1.961,Alexandria,Egypt,31.35N,30.16E
1806-02-01,14.527999999999999,2.835,Alexandria,Egypt,31.35N,30.16E
1806-03-01,15.975,2.215,Alexandria,Egypt,31.35N,30.16E
1806-04-01,18.590000000000003,2.406,Alexandria,Egypt,31.35N,30.16E
1806-05-01,21.755,1.833,Alexandria,Egypt,31.35N,30.16E
1806-06-01,23.624000000000002,1.706,Alexandria,Egypt,31.35N,30.16E
1806-07-01,26.026,1.619,Alexandria,Egypt,31.35N,30.16E
1806-08-01,26.81,1.725,Alexandria,Egypt,31.35N,30.16E
1806-09-01,25.604,1.721,Alexandria,Egypt,31.35N,30.16E
1806-10-01,22.308000000000003,1.7009999999999998,Alexandria,Egypt,31.35N,30.16E
1806-11-01,18.952,2.026,Alexandria,Egypt,31.35N,30.16E
1806-12-01,16.226,2.322,Alexandria,Egypt,31.35N,30.16E
1807-01-01,12.595999999999998,2.285,Alexandria,Egypt,31.35N,30.16E
1807-02-01,14.255,3.393,Alexandria,Egypt,31.35N,30.16E
1807-03-01,16.022000000000002,2.744,Alexandria,Egypt,31.35N,30.16E
1807-04-01,17.003,2.091,Alexandria,Egypt,31.35N,30.16E
