_id,wkb_geometry,country,project name,type,status,capacity (mw),year of completion,country list of sponsor/developer,sponsor/developer company,country list of lender/financier,lender/financier company,country list of construction/epc,construction company/epc participant,country_1,province/state,district,tributary,latitude,longitude,proximity,avg. annual output (mwh),data source,announcement/more information,link
128,0101000020E61000004703780B24E05A40E17A14AE47513040,Vietnam,Binh Dien,Hydro,Operational,44,2009,Vietnam,EVN (Vietnam); Binh Dien Hydropower JSC,,,,,Vietnam,Thừa Thiên Huế,Hương Trà,Song Trach,16.3175,107.5022,,,Wikipedia,http://www.hec.com.vn/contents/projects-construction-supervision/binh-dien-Hydropower-project.html; https://data.opendevelopmentmekong.net/vi/library_record/binh-dien-Hydropower,
129,0101000020E610000059897956D2875A408D2AC3B81BBC3640,Vietnam,Binh Long,Hydro,Operational,6.5,2021,,,,,,,,,,,22.734798,106.122213,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
130,0101000020E6100000E6AE25E483BE5A4075029A081BBE2740,Vietnam,Bu Ca Mau,Hydro,Operational,4,2009,Vietnam,"Cat Nam Trading - Services and Production Company, Limited",,,,,Vietnam,Bình Phước,Phước Long,Dong Nai,11.8713,106.9768,,12500,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/bu-ca-mau-Hydropower,
131,0101000020E6100000C1A8A44E40FB5A40062FFA0AD20C2940,Vietnam,Buôn Kuốp,Hydro,Operational,280,2011,Vietnam,EVN (Vietnam),,,,,Vietnam,Đắk Nông,Krông Nô,Srepok,12.52504,107.9258,,,Wikipedia,https://ejatlas.org/conflict/buon-kuop-Hydroelectric-project-vietnam,
132,0101000020E6100000CA54C1A8A4025B4055185B0872902840,Vietnam,Buon Tuasrah,Hydro,Operational,86,2009,Vietnam,EVN (Vietnam),,,,,Vietnam,Đắk Nông,Krông Nô,Srepok,12.28212,108.0413,,,Wikipedia,http://www.cc1jsc.com.vn/about-us/about-cc1.html,
133,0101000020E610000029ED0DBE30215B40D044D8F0F48A2E40,Vietnam,Ca Du,Hydro,Operational,2.6,2005,Vietnam,Ca Du Hydro Power Constructing JSC,,,,,Vietnam,Quảng Ngãi,Trà Bồng,Vietnam Coastal Rivers Quang Nam,15.2714,108.5186,,10000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ca-du-Hydropower,
134,0101000020E61000009013268C66105A40757808E3A7513340,Vietnam,Ca Nan (1&2),Hydro,Operational,23,2018,,,,,,,,,,,19.318968,104.256259,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
135,0101000020E6100000E9263108ACA05A4097900F7A368B3540,Vietnam,Cam Son,Hydro,Operational,4.5,1973,Vietnam,Cam Son Hydro Power JSC,,,,,Vietnam,Lạng Sơn,Hữu Lũng,Song Cau-Song Thuong-Song Luc Nam,21.5438,106.5105,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/cam-son-Hydropower,
136,0101000020E61000007C48F8DEDF595A40D578E926313C3440,Vietnam,Cam Thuy 1,Hydro,Operational,28.6,2018,,,,,,,,,,,20.235125,105.404289,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
137,0101000020E610000052B81E85EBB55A40392861A6EDEF2740,Vietnam,Can Don,Hydro,Operational,76,2004,Vietnam,Song Da Group; EVN (Vietnam),,,,,Vietnam,Bình Phước,Bù Đốp,Dong Nai,11.96861,106.8425,,,Wikipedia,https://data.opendevelopmentmekong.net/vi/library_record/can-don-Hydropower,
138,0101000020E6100000DFC5FB71FBB55A4019FED30D14F02740,Vietnam,Can Don,Hydro,Operational,77,2004,,,,,,,,,,,11.968903,106.843472,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
139,0101000020E61000005CC823B8913F5A40D1EAE40CC5993340,Vietnam,Chau Thang,Hydro,Operational,14,2017,,,,,,,,,,,19.600663,104.993269,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
140,0101000020E610000098F8A3A833335A40CFBEF2203D953340,Vietnam,Chau Thon,Hydro,Operational,27,2016,,,,,,,,,,,19.582964,104.800028,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
141,0101000020E61000007A36AB3E57335A409F8EC70C54163340,Vietnam,Chi Khe,Hydro,Operational,41,2020,Vietnam,Chi Khe Hydropower JSC,,,Austria,Andritz (Austria),Vietnam,Nghệ An,Con Cuông,Song Ca,19.08722,104.8022,,,Vietnam Electricity,https://truyenhinhnghean.vn/doi-song-xa-hoi/202010/thong-bao-ve-viec-van-hanh-dieu-tiet-ho-chua-nha-may-thuy-dien-chi-khe-con-cuong-2555ff8/,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
142,0101000020E610000068B114C957335A40516B9A779C163340,Vietnam,Chi Khe,Hydro,Operational,41,2016,,,,,,,,,,,19.088325,104.802233,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
143,0101000020E6100000F775E09C11555A4051A5660FB4323640,Vietnam,Chiem Hoa,Hydro,Operational,48,2017,Vietnam,EVN (Vietnam),,,,,Vietnam,Tuyên Quang,Chiêm Hóa,Song Lo-Nga Tao,22.19806,105.3292,,,Vietnam Electricity,https://www.talkvietnam.com/tag/chiem-hoa-Hydro-electric-power-plant/,
144,0101000020E61000006CD097DEFE545A40B3B794F3C5323640,Vietnam,Chiem Hoa,Hydro,Operational,48,2013,,,,,,,,,,,22.198333,105.328056,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
145,0101000020E610000007CE1951DA0B5A402A3A92CB7F783540,Vietnam,Chieng Cong 1,Hydro,Operational,4,,Vietnam,Lam Son Construction & Trading Co. Ltd,,,,,Vietnam,Sơn La,Mường La,Black-Li Xian,21.4707,104.1852,,,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,
146,0101000020E610000005C58F31770D5A4030BB270F0B753540,Vietnam,Chieng Cong 2,Hydro,Operational,8,,Vietnam,Lam Son Construction & Trading Co. Ltd,,,,,Vietnam,Sơn La,Mường La,Black-Li Xian,21.4572,104.2104,,,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,
147,0101000020E61000002F4D11E0F4F15940F0F78BD9927D3540,Vietnam,Chieng Ngam Thuong,Hydro,Operational,10,2012,,,,,,,,,,,21.490522,103.780571,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
148,0101000020E610000011363CBD52CA594023DBF97E6A4C3640,Vietnam,Coc Ly,Hydro,Operational,90,2012,Vietnam,Bac Ha Hydropower Company,,,,,Vietnam,Lai Châu,Nậm Nhùn,Black-Li Xian,22.2985,103.1613,,378000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/coc-ly-Hydropower,
149,0101000020E61000006EA301BC05FA594060764F1E166A3640,Vietnam,Coc San,Hydro,Operational,30,2016,Vietnam,Colben Energy JSC.,,,,,Vietnam,Lào Cai,Sa Pa,Red Mainstem and Delta,22.4144,103.9066,,120000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/coc-san-Hydropower,
150,0101000020E6100000840D4FAF94515A4025581CCEFCE23340,Vietnam,Cua Dat,Hydro,Operational,97,2010,Vietnam,Thac Mo Hydropower JSC (Vietnam); Vinaconex P&C JSC,,,,,Vietnam,Thanh Hóa,Thường Xuân,Nam Sam (Laos) - Chu (Vietnam),19.88667,105.2747,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,
151,0101000020E61000005C74B2D47A515A40FAB48AFED0E03340,Vietnam,Cua Dat,Hydro,Operational,97,2010,,,,,,,,,,,19.878189,105.273122,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
152,0101000020E6100000635E471CB2135B409C16BCE82BE82740,Vietnam,Da Dang - Da Chomo,Hydro,Operational,23,2016,,,,,,,,,,,11.95346,108.307746,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
153,0101000020E61000007958A835CD0F5B4017D4B7CCE9722740,Vietnam,Da Dang 2,Hydro,Operational,34,2010,Vietnam,Southern Hydropower JSC (Vietnam),,,,,Vietnam,Lâm Đồng,Lâm Hà,Dong Nai,11.72444,108.2469,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf; https://data.opendevelopmentmekong.net/vi/library_record/da-dang-2-Hydropower,
154,0101000020E6100000C3D32B6519265B4042CF66D5E72A2840,Vietnam,Da Kai,Hydro,Operational,6,,Vietnam,Nghia Gia Development Company Limited,,,,,Vietnam,Lâm Đồng,Lạc Dương,Dong Nai,12.0838,108.5953,,25000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-kai-Hydropower,
155,0101000020E61000007825C9737D235B40973B33C170362840,Vietnam,Da Khai,Hydro,Operational,8.1,2009,,,,,,,,,,,12.106329,108.554532,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
156,0101000020E610000007B64AB038BE5A40C478CDAB3A7F3040,Vietnam,Da Krong 1,Hydro,Operational,12,2018,,,,,,,,,,,16.496989,106.97221,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
157,0101000020E61000008AE5965643B45A40404CC2853CA63040,Vietnam,Da Krong 2,Hydro,Operational,18,2013,,,,,,,,,,,16.649361,106.81661,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
158,0101000020E61000004374081C09BD5A40FA5FAE450B903040,Vietnam,Da Krong 3,Hydro,Operational,8,2012,,,,,,,,,,,16.562672,106.953681,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
159,0101000020E6100000B85B920376B85A40E3DD91B1DA983040,Vietnam,Da Krong 4,Hydro,Operational,24,2019,,,,,,,,,,,16.597087,106.882203,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
160,0101000020E6100000958098840BEB5A403AC95697532A2740,Vietnam,Da M'bri,Hydro,Operational,75,2014,,,,,,,,,,,11.582669,107.672578,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
161,0101000020E610000053AF5B04C6265B4089B663EAAEB42740,Vietnam,Da Nhim,Hydro,Operational,160,1964,,,,,,,,,,,11.852897,108.605836,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
162,0101000020E6100000ED9E3C2CD4265B40300DC347C4B42740,Vietnam,Đa Nhim Hydro,Hydro,Operational,160,1964,Vietnam,EVN (Vietnam); Da Nhim - Ham Thuan - Da Mi Hydropower JSC.,,,,,Vietnam,Lâm Đồng,Đơn Dương,Dong Nai,11.85306,108.6067,,,Wikipedia,https://en.wikipedia.org/wiki/%C4%90a_Nhim_Hydroelectric_Power_Station,
163,0101000020E6100000A167B3EA73255B4096218E75713B2840,Vietnam,Da Nhim Thuong 2,Hydro,Operational,7.5,2010,Vietnam,Thai Bao Production Trading Services and Investment Consultancy JSC.,,,,,Vietnam,Lâm Đồng,Lạc Dương,Dong Nai,12.1161,108.5852,,32000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/da-nhim-thuong-Hydropower,
164,0101000020E6100000F3203D450E265B40855E7F129F2B2840,Vietnam,Da Nhim Thuong 2,Hydro,Operational,7.5,2010,,,,,,,,,,,12.085198,108.594621,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
165,0101000020E610000084BD892139E95A40CE52B29C84AA2740,Vietnam,Da Siat,Hydro,Operational,13.5,2009,,,,,,,,,,,11.833043,107.644112,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
166,0101000020E610000079E9263108145B40151DC9E53F442840,Vietnam,Dac Me,Hydro,Operational,5,2011,Vietnam,Dak Me Hydro Power JSC.,,,,,Vietnam,Lâm Đồng,Đam Rông,Srepok,12.1333,108.313,,25000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dac-me-Hydropower,
167,0101000020E610000019C748F608145B40292499D53B442840,Vietnam,Dac Me,Hydro,Operational,5,2011,,,,,,,,,,,12.133269,108.313047,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
168,0101000020E6100000C7BAB88D06F85A40645DDC4603D82640,Vietnam,Dai Nga,Hydro,Operational,10,2015,Vietnam,Thac Mo Hydropower JSC.,,,,,Vietnam,Lâm Đồng,Bảo Lâm,Dong Nai,11.4219,107.8754,,44000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dai-nga-Hydropower,
169,0101000020E610000040F9BB77D4F75A409160AA99B5142740,Vietnam,Dai Nga,Hydro,Operational,10,2015,,,,,,,,,,,11.540448,107.872343,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
170,0101000020E6100000EA95B20C71145B407632384A5E4D2740,Vietnam,Dai Ninh,Hydro,Operational,300,2008,Vietnam,EVN (Vietnam),,,,,Vietnam,Lâm Đồng,Đức Trọng,Dong Nai,11.65111,108.3194,,,Wikipedia,https://www.power-technology.com/projects/dai-nanh/,
171,0101000020E61000001C97715303135B4091442FA358062E40,Vietnam,Dak Ba,Hydro,Operational,19.5,2020,,,,,,,,,,,15.012395,108.297078,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
172,0101000020E6100000F5F23B4D66095B40570740DCD5DB2C40,Vietnam,Dak Bla 1,Hydro,Operational,15,2018,,,,,,,,,,,14.429366,108.146869,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
173,0101000020E6100000D712F241CF065B40742497FF905E2C40,Vietnam,Dak Doa,Hydro,Operational,14,2010,Vietnam,Dak Doa Hydropower JSC.,,,,,Vietnam,Gia Lai,Đăk Đoa,Sesan,14.1847,108.1064,,56300,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-doa-Hydropower,
174,0101000020E6100000BADA8AFD65135B40F6285C8FC2F52D40,Vietnam,Dak Drinh,Hydro,Operational,125,2014,Vietnam,Dak Drinh Hydropower JSC; PVN (Vietnam),,,,,Vietnam,Quảng Ngãi,Sơn Tây,Song Tra Khuc,14.98,108.3031,,,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf; https://data.opendevelopmentmekong.net/vi/library_record/dak-drinh-Hydropower,
175,0101000020E6100000EDF483BA48135B4016BD5301F7F42D40,Vietnam,Dak Drinh,Hydro,Operational,125,2014,,,,,,,,,,,14.978447,108.301314,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
176,0101000020E610000088855AD3BCCB5A40E9B7AF03E70C2840,Vietnam,Dak Glun,Hydro,Operational,18,2011,Vietnam,Sai Gon Accessories JSC,,,,,Vietnam,Bình Phước,Bù Gia Mập,Dong Nai,12.0252,107.1834,,76000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-glun-Hydropower,
177,0101000020E6100000A435069D10DB5A4053CBD6FA22B12740,Vietnam,Dak Kar,Hydro,Operational,12,2017,,,,,,,,,,,11.84597,107.422889,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
178,0101000020E6100000637FD93D79005B40F1F44A5986982D40,Vietnam,Dak Lay,Hydro,Operational,3.2,2015,Vietnam,Dak Lay Hydropower Co. Ltd,,,,,Vietnam,Kon Tum,Tu Mơ Rông,Sesan,14.7979,108.0074,,13000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-lay-Hydropower,
179,0101000020E61000001DC9E53FA4175B4014AE47E17A742D40,Vietnam,Dak Lo,Hydro,Operational,22,2016,Vietnam,Dak Lo- Song Da 3 JSC,,,,,Vietnam,Kon Tum,Kon Plông,Song Tra Khuc,14.7275,108.3694,,93200,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-lo-Hydropower,
180,0101000020E6100000E945ED7E15F95A408F1D54E23A4E2E40,Vietnam,Dak Mek 3,Hydro,Operational,7.5,2018,,,,,,,,,,,15.152793,107.891937,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
181,0101000020E610000036C98FF815FA5A4000FDBE7FF34A2E40,Vietnam,Dak Mi 1,Hydro,Operational,84,,,,,,,,,,,,15.146389,107.907591,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
182,0101000020E61000008D0C721761F45A404ED2FC31AD5D2E40,Vietnam,Dak Mi 1A,Hydro,Operational,11,,,,,,,,,,,,15.182962,107.818426,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
183,0101000020E61000008449F1F109F45A404BE5ED08A7752E40,Vietnam,Dak Mi 2,Hydro,Operational,98,2019,,,,,,,,,,,15.22979,107.813107,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
184,0101000020E61000005D8AABCABEF45A403F90BC7328A32E40,Vietnam,Dak Mi 3,Hydro,Operational,63,2017,,,,,,,,,,,15.318668,107.824145,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
185,0101000020E6100000E8D9ACFA5CF55A40B03DB32440AD2E40,Vietnam,Dak Mi 3 (Nhà máy thủy điện Đăk Mi 3),Hydro,Operational,56,2016,Vietnam,Vietnam Urban and Industrial Zone Development Investment Corporation (IDICO),Vietnam; Switzerland,Vietnam Bank for Agriculture and Rural Development (Agribank); Ecotawa AG,,,Vietnam,Quảng Nam,Phước Sơn,Song Giang,15.33838,107.8338,,220500,"Vietnam Electricity, UNFCC","https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
 https://cdm.unfccc.int/Projects/DB/SQS1348230197.7/view",
186,0101000020E61000009D0FCF1264FA5A40CAA4863600EB2E40,Vietnam,Dak Mi 4,Hydro,Operational,190,2012,,,,,,,,,,,15.458986,107.912358,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
187,0101000020E6100000CCEEC9C342F55A40F180B22957E82E40,Vietnam,Dak Mi 4 (Nhà máy thủy điện Đăk Mi 4),Hydro,Operational,148,2012,Vietnam,"IDICO (Vietnam), Bitexco (Vietnam)",Vietnam,Vietnam Bank for Agriculture and Rural Development (Agribank - 56m); Bank for Investment and Development of Vietnam (BIDV - 37m); PetroVietnam Finance Corp. (31m); foreign sources (50m),Vietnam,"IDICO General Construction Contractor, PECC2 (Power Engineering Consulting Company Nº2)",Vietnam,Quảng Nam,Phước Sơn,Song Giang,15.45379,107.8322,,752510,Vietnam Electricity,"https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
 https://cdm.unfccc.int/Projects/DB/SQS1309870743.56/view",
188,0101000020E6100000705F07CE19F95A40C3F5285C8FE22E40,Vietnam,Dak Mi 4c,Hydro,Operational,18,2012,Vietnam,"IDICO (Vietnam), Bitexco (Vietnam)",,,,,Vietnam,Quảng Nam,Phước Sơn,Song Thu Bon Mainstem,15.4425,107.8922,,69000,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,
189,0101000020E6100000B37BF2B050FB5A40151DC9E53F642840,Vietnam,Dak N'teng,Hydro,Operational,13,2011,Vietnam,Me Kong Hydro Power Limited Liability Company,,,,,Vietnam,Đắk Nông,Đăk Glong,Srepok,12.1958,107.9268,,53000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-nteng-Hydropower,
190,0101000020E61000006EA301BC050E5B4003098A1F630E2D40,Vietnam,Dak Ne,Hydro,Operational,8.1,2010,Vietnam,Tan Phat JSC.,,,,,Vietnam,Kon Tum,Kon Rẫy,Sesan,14.5281,108.2191,,60000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ne-Hydropower,
191,0101000020E61000001F85EB51B8EA5A40E7FBA9F1D2ED2740,Vietnam,Dak Nong 2,Hydro,Operational,16,2016,Vietnam,Viet Nguyen Construction JSC.,,,,,Vietnam,Đắk Nông,Gia Nghĩa,Dong Nai,11.9645,107.6675,,65000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-nong-2-Hydropower,
192,0101000020E6100000967A1684F21A5B40CA6DFB1EF56F2B40,Vietnam,Dak Pi Hao 4,Hydro,Operational,9,,,,,,,,,,,,13.718667,108.421052,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
193,0101000020E61000002E90A0F8310A5B40A323B9FC87542D40,Vietnam,Dak Pia,Hydro,Operational,2.2,2012,Vietnam,Trung Viet Co. Ltd.,,,,,Vietnam,Kon Tum,Kon Rẫy,Sesan,14.6651,108.1593,,11400,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-pia-Hydropower,
194,0101000020E6100000B4AB90F293F25A40CDCCCCCCCC4C2D40,Vietnam,Dak Po Ko,Hydro,Operational,15,2017,,,,,,,,,,,14.65,107.79028,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
195,0101000020E61000003A234A7B83135B406688635DDC262D40,Vietnam,Dak Po Ne,Hydro,Operational,15.6,2009,Vietnam,PC 3 Investment JSC.,,,,,Vietnam,Kon Tum,Kon Plông,Sesan,14.5759,108.3049,,69100,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-po-ne-Hydropower,
196,0101000020E6100000A5BDC11726135B405A643BDF4F0D2D40,Vietnam,Dak Po ne 2,Hydro,Operational,3.6,2008,Vietnam,Gia Nghi Co. Ltd,,,,,Vietnam,Kon Tum,Kon Rẫy,Sesan,14.526,108.2992,,15780,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-po-ne-2-Hydropower,
197,0101000020E610000090A339B2F2005B40D219187959BB2D40,Vietnam,Dak Psi 2B,Hydro,Operational,14,2018,,,,,,,,,,,14.865917,108.014813,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
198,0101000020E6100000728A8EE4F2FB5A408AB0E1E995522D40,Vietnam,Dak Psi 3,Hydro,Operational,15,2012,Vietnam,Dak Psi Hydro Power Investment and Development JSC,,,,,Vietnam,Kon Tum,Đắk Hà,Sesan,14.6613,107.9367,,60000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-psi-3,
199,0101000020E6100000C0EC9E3C2C005B40287E8CB96B892D40,Vietnam,Dak Psi 4,Hydro,Operational,30,2010,Vietnam,Dak Psi Hydro Power Investment and Development JSC,,,,,Vietnam,Kon Tum,Tu Mơ Rông,Sesan,14.7684,108.0027,,115000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-psi-4-Hydropower,
200,0101000020E61000008B8862F206FC5A40FCA9F1D24D522D40,Vietnam,Dak Psi 5,Hydro,Operational,10,2014,,,,,,,,,,,14.66075,107.937924,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
201,0101000020E6100000F54A598638EA5A4097FF907EFBFA2740,Vietnam,Dak R'Tih,Hydro,Operational,144,2011,Vietnam,Construction Corporation No.1 Company Limited,,,,,Vietnam,Đắk Nông,Gia Nghĩa,Dong Nai,11.9902,107.6597,,636800,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-rtih-Hydropower,
202,0101000020E6100000CB129D65161F5B400D6FD6E07D352D40,Vietnam,Dak Re,Hydro,Operational,60,2019,,,,,,,,,,,14.604476,108.485742,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
203,0101000020E6100000CC7F48BF7DF55A40029A081B9E7E2D40,Vietnam,Dak Ro Sa,Hydro,Operational,7.5,2007,Vietnam,Mien Trung Construction Corporation,,,,,Vietnam,Kon Tum,Đắk Tô,Sesan,14.7473,107.8358,,143000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ro-sa-Hydropower,
204,0101000020E6100000B8AF03E78CF45A405A643BDF4F6D2D40,Vietnam,Dak Ro Sa 2,Hydro,Operational,2.4,2012,Vietnam,Dak Ro Sa Hydropower JSC,,,,,Vietnam,Kon Tum,Đắk Tô,Sesan,14.7135,107.8211,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ro-sa-2-Hydropower,
205,0101000020E6100000C442AD69DED95A409D8026C286E72740,Vietnam,Dak Ru,Hydro,Operational,7.5,2008,Vietnam,N&S Limited Liability Company,,,,,Vietnam,Đắk Nông,Tuy Đức,Dong Nai,11.9522,107.4042,,40000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-ru-Hydropower,
206,0101000020E6100000B8AF03E78CE85A405F07CE19513A2840,Vietnam,Dak Rung 1,Hydro,Operational,6,2010,Vietnam,"Binh Minh Company, Ltd.",,,,,Vietnam,Đắk Nông,Đắk Song,Dong Nai,12.1139,107.6336,,,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-rung-1-Hydropower,
207,0101000020E61000004C37894160DD5A40DE02098A1FA32740,Vietnam,Dak Sin 1,Hydro,Operational,28,2015,Vietnam,VRG Dak Nong JSC. - Vietnam Rubber Group,,,,,Vietnam,Đắk Nông,Đắk R'Lấp,Dong Nai,11.8186,107.459,,105000,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-sin-1-Hydropower,
208,0101000020E6100000E10B93A982215B404703780B24882B40,Vietnam,Dak Srong,Hydro,Operational,18,2010,Vietnam,Dak Srong JSC.,,,,,Vietnam,Gia Lai,Kông Chro,Song Da Rang-Song Ba,13.7659,108.5236,,68000,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,
209,0101000020E610000028D2FD9C82215B40D82B2CB81F882B40,Vietnam,Dak Srong,Hydro,Operational,18,2010,,,,,,,,,,,13.765867,108.523597,,,Open Development Vietnam,,https://data.opendevelopmentmekong.net/dataset/hydropower-plants-in-vietnam-by-october-2020
